lead_id,company_size,industry,annual_revenue_musd,employee_count,job_title,website_visits_30d,email_opens_30d,email_clicks_30d,demo_requested,days_since_last_activity,deal_stage,lead_source,region,historical_purchase_count,months_since_first_contact,true_conversion_prob,converted,CLV_usd
L102922,Large,Healthcare,3.56,146,VP,4,0,0,0,9,MQL,LinkedIn,LATAM,1,6,0.1299476034527145,0,15520.65
L102923,Small,Software,2.33,150,CxO,7,4,1,0,111,MQL,Referral,EMEA,0,36,0.0,0,0.0
L102924,Small,Manufacturing,7.99,162,Manager,8,3,1,0,138,Opportunity,Website,India,1,3,0.042604955164492364,0,3043.73
L102925,Large,Software,3.94,130,Analyst,5,1,0,0,50,MQL,LinkedIn,APAC,0,59,0.0,0,9663.14
L102926,Large,Healthcare,21.28,141,Director,3,3,1,0,113,Closed Won,Referral,LATAM,2,22,0.035556682531240016,0,32379.14
L102927,Large,Manufacturing,21.44,135,VP,7,6,0,0,71,Lead,Event,LATAM,0,31,0.07799229475189913,1,39353.17
L102928,Medium,Retail,10.53,132,Engineer,8,4,0,0,156,Opportunity,Event,APAC,1,53,0.0335019157200504,0,10928.68
L102929,Small,Finance,23.51,146,Director,7,2,0,0,83,Closed Lost,Event,APAC,0,54,0.0,0,15224.54
L102930,Medium,Retail,13.0,148,Manager,6,2,0,0,33,Opportunity,Event,North America,0,20,0.11331883758010196,0,7026.89
L102931,Medium,Energy,78.85,136,Director,6,1,0,0,103,Opportunity,Referral,APAC,3,10,0.019449327457070807,0,57073.15
L102932,Small,Retail,22.79,166,Manager,1,4,0,0,117,Closed Won,Cold Email,India,0,15,0.0,0,8527.49
L102933,Medium,Finance,29.83,147,Manager,3,3,2,0,138,Closed Lost,LinkedIn,India,0,39,0.0,0,14743.5
L102934,Medium,Energy,2.86,158,Director,3,4,0,0,135,SQL,Event,India,1,20,0.032739171687641254,1,20275.47
L102935,Small,Finance,3.78,158,Manager,4,5,2,0,0,Opportunity,Event,North America,0,54,0.13322628237868211,0,3961.38
L102936,Medium,Education,19.66,126,Director,2,5,0,0,26,Closed Lost,Referral,North America,0,4,0.0,0,13858.09
L102937,Medium,Finance,2.59,143,Director,10,2,1,0,114,MQL,Partner,North America,0,46,0.034815370409307,0,3035.63
L102938,Large,Manufacturing,6.52,158,CxO,4,2,1,1,176,SQL,LinkedIn,LATAM,0,10,0.028912386782992475,0,5656.08
L102939,Small,Software,39.62,140,Engineer,4,4,0,0,19,Closed Won,Website,EMEA,0,43,0.12791794301021792,0,18130.84
L102940,Small,Education,6.39,155,Analyst,7,6,1,0,116,Opportunity,Website,North America,0,58,0.01762583054036046,0,5641.57
L102941,Medium,Education,3.63,151,Manager,3,6,0,0,46,SQL,Website,EMEA,0,53,0.15227333204780524,0,5047.96
L102942,Small,Software,23.75,133,Director,4,0,1,0,21,Opportunity,Partner,EMEA,0,23,0.11944464658687645,0,13010.74
L102943,Medium,Education,96.89,144,Manager,5,2,1,0,21,Opportunity,Referral,EMEA,0,34,0.12989878176819855,0,56311.29
L102944,Medium,Finance,5.43,165,Director,7,5,0,0,125,Closed Won,Partner,India,0,46,0.05508375052772125,0,2569.38
L102945,Small,Retail,41.43,158,Analyst,6,0,1,0,78,MQL,Event,North America,0,47,0.0,0,23229.34
L102946,Medium,Healthcare,4.79,139,Owner,4,5,0,0,76,Closed Won,Referral,APAC,1,25,0.0647925013238884,0,7817.69
L102947,Medium,Finance,10.89,136,Director,4,3,1,0,78,Closed Won,Referral,APAC,0,28,0.036931841080859694,0,9054.21
L102948,Small,Energy,11.37,154,Director,6,2,0,0,55,MQL,Website,India,0,58,0.0,0,11235.82
L102949,Large,Energy,5.57,141,Engineer,2,4,1,0,21,SQL,Event,LATAM,0,14,0.11114341876866864,0,7628.98
L102950,Large,Retail,29.24,158,Manager,3,4,0,0,111,Closed Won,LinkedIn,LATAM,0,6,0.0638706427074315,0,23121.06
L102951,Medium,Retail,2.61,149,Engineer,6,3,1,0,171,Opportunity,LinkedIn,North America,1,16,0.0,0,9770.14
L102952,Medium,Education,14.81,143,Engineer,2,3,1,0,80,Closed Won,Cold Email,APAC,1,36,0.042367765631436204,0,15901.13
L102953,Medium,Manufacturing,35.66,172,Owner,4,1,0,1,127,MQL,Referral,EMEA,0,7,0.02259598754567559,0,23090.6
L102954,Large,Manufacturing,26.9,191,Owner,4,5,0,0,121,SQL,Referral,North America,1,40,0.12151207782902541,0,44066.03
L102955,Medium,Education,19.91,168,Engineer,6,1,0,0,172,MQL,Referral,LATAM,0,0,0.0,0,13065.3
L102956,Medium,Education,59.46,145,Engineer,5,2,1,0,168,Opportunity,Cold Email,North America,2,31,0.009510147745866233,0,42835.1
L102957,Large,Software,9.78,134,CxO,4,0,2,0,49,SQL,LinkedIn,APAC,0,2,0.10758302329734118,0,14435.17
L102958,Small,Software,2.65,162,Manager,5,0,0,0,73,Closed Won,Website,EMEA,0,32,0.0,0,5008.32
L102959,Large,Healthcare,13.95,144,Manager,9,5,0,0,170,SQL,Event,EMEA,0,15,0.08797391430224427,0,15547.37
L102960,Small,Healthcare,10.74,149,Director,9,2,1,0,116,Closed Won,Cold Email,LATAM,3,27,0.09807700345005707,0,12931.94
L102961,Small,Healthcare,1.47,166,Manager,8,2,0,0,145,Closed Won,Referral,LATAM,2,56,0.0382447782994421,0,2040.26
L102962,Small,Healthcare,3.95,144,Analyst,7,6,1,0,168,Lead,Website,India,0,42,0.0,0,5755.07
L102963,Large,Retail,3.48,165,Engineer,6,3,0,0,106,Closed Won,Event,APAC,0,57,0.06883091399309038,0,7996.74
L102964,Large,Retail,5.39,171,VP,5,1,1,0,90,Closed Won,Partner,LATAM,0,23,0.1117719550778063,0,7425.04
L102965,Medium,Software,8.57,154,Owner,3,3,0,0,7,Closed Won,LinkedIn,APAC,0,58,0.06997678031480482,0,5483.23
L102966,Medium,Manufacturing,8.91,166,Manager,4,3,0,0,120,Lead,Website,India,0,35,0.0,0,3570.27
L102967,Medium,Education,5.59,148,Owner,6,2,0,0,17,SQL,Event,North America,2,33,0.16149584177110116,1,37968.88
L102968,Large,Energy,3.48,140,Owner,2,1,1,1,109,Lead,Referral,India,0,35,0.05813323187422359,0,6468.97
L102969,Medium,Manufacturing,17.77,158,VP,5,2,0,1,93,Closed Lost,Event,APAC,1,9,0.08193901921919282,0,17342.19
L102970,Small,Finance,13.69,157,Owner,2,4,0,0,152,MQL,Referral,LATAM,1,49,0.0,0,7203.97
L102971,Small,Retail,14.11,186,Analyst,0,3,1,0,50,Closed Won,Website,India,0,25,0.04004134944336431,0,8155.39
L102972,Medium,Healthcare,72.17,158,CxO,9,5,0,0,128,Lead,Partner,EMEA,1,48,0.03687438624701406,0,45421.24
L102973,Medium,Healthcare,14.34,135,Director,2,5,1,0,101,Closed Lost,Website,APAC,0,12,0.0,0,11726.57
L102974,Small,Finance,8.44,161,Director,6,2,0,0,176,Lead,Referral,LATAM,0,7,0.0,0,7774.02
L102975,Small,Manufacturing,10.96,140,Director,5,4,0,1,140,Closed Lost,Cold Email,North America,1,31,0.03240129904586709,0,9737.6
L102976,Large,Healthcare,13.45,154,CxO,6,2,0,0,88,SQL,Website,LATAM,1,11,0.09575429053266793,0,21488.62
L102977,Small,Manufacturing,22.55,164,Engineer,7,4,0,0,63,SQL,LinkedIn,APAC,0,41,0.0629107456595176,0,14035.75
L102978,Medium,Education,11.65,153,Owner,6,2,0,1,7,Closed Lost,Partner,EMEA,0,0,0.17713608545594892,0,9848.27
L102979,Large,Finance,1.75,153,VP,4,3,0,0,146,SQL,Cold Email,LATAM,1,42,0.035547464725412925,0,16773.11
L102980,Small,Energy,7.87,113,Manager,5,2,1,0,61,Opportunity,Cold Email,LATAM,1,46,0.10922542734777657,0,4731.66
L102981,Small,Manufacturing,12.2,161,Engineer,7,4,0,0,167,SQL,Referral,APAC,0,26,0.0,0,4862.31
L102982,Medium,Education,44.89,154,Director,4,1,0,0,117,Closed Lost,Event,APAC,0,17,0.0,0,28348.25
L102983,Large,Manufacturing,5.55,159,Director,2,0,1,0,52,Closed Won,Partner,EMEA,0,9,0.06672248652873722,0,9716.88
L102984,Medium,Manufacturing,2.37,150,Owner,5,1,0,0,112,Lead,Referral,LATAM,2,16,0.0,0,12370.96
L102985,Large,Healthcare,12.99,148,Engineer,6,2,0,0,104,MQL,LinkedIn,EMEA,0,19,0.03622523347192115,1,53637.76
L102986,Small,Software,28.97,182,VP,6,2,1,0,113,MQL,Partner,APAC,0,49,0.0,0,11058.82
L102987,Medium,Retail,8.22,152,Engineer,4,6,1,0,104,MQL,Event,EMEA,0,49,0.019142862357520732,0,6673.24
L102988,Medium,Manufacturing,132.03,140,CxO,2,6,1,0,116,Closed Won,Referral,APAC,1,11,0.0215410367347832,1,86882.62
L102989,Large,Manufacturing,104.32,158,Director,5,5,1,0,2,Lead,Website,North America,0,16,0.14881915389301087,0,62404.86
L102990,Small,Manufacturing,11.33,153,VP,5,7,0,0,121,Opportunity,Website,EMEA,0,20,0.0,0,5910.72
L102991,Large,Software,14.68,142,Owner,5,2,1,0,28,Closed Lost,Cold Email,LATAM,1,41,0.09124436272391548,0,21885.81
L102992,Medium,Education,47.88,135,Manager,2,6,0,0,79,Opportunity,Event,LATAM,0,42,0.03896699498985174,0,27036.25
L102993,Small,Energy,11.14,162,Owner,6,1,0,1,134,SQL,LinkedIn,LATAM,0,52,0.053564980103485774,0,9046.17
L102994,Small,Energy,5.45,143,Director,4,4,0,0,61,Opportunity,LinkedIn,LATAM,1,28,0.059998985472909716,0,3394.16
L102995,Large,Finance,29.63,149,Owner,1,6,0,0,84,Lead,Referral,North America,0,44,0.06565430413926762,1,73975.37
L102996,Small,Healthcare,19.38,146,Engineer,5,7,0,0,170,SQL,Event,LATAM,0,48,0.0,0,8890.44
L102997,Small,Software,5.43,137,VP,8,2,0,0,13,Closed Won,Event,EMEA,3,15,0.14772364438971064,0,11677.45
L102998,Small,Education,16.11,184,Director,8,3,0,0,166,Closed Lost,Website,APAC,0,2,0.0,0,9987.35
L102999,Large,Manufacturing,10.38,144,Manager,5,3,1,0,23,Closed Lost,Referral,APAC,0,11,0.03999646627748499,0,12056.62
L103000,Medium,Education,8.29,149,Manager,7,3,1,0,32,Closed Lost,Cold Email,APAC,0,8,0.06829481215968675,0,9735.87
L103001,Medium,Software,5.55,146,Analyst,8,3,0,0,115,MQL,Referral,APAC,0,48,0.0,0,70.58
L103002,Small,Software,13.76,133,Engineer,1,0,0,1,85,MQL,Website,EMEA,0,57,0.0026507979639301764,0,6838.32
L103003,Medium,Software,9.34,137,CxO,4,5,0,0,61,SQL,Cold Email,LATAM,0,52,0.05285292420109859,0,2353.73
L103004,Medium,Finance,16.2,136,Engineer,5,4,0,0,61,SQL,LinkedIn,India,0,52,0.07240266318151253,0,6358.42
L103005,Large,Retail,27.66,150,VP,1,3,1,0,113,SQL,Cold Email,LATAM,1,45,0.03939492702066348,0,28848.54
L103006,Large,Healthcare,15.36,158,Engineer,7,3,0,0,111,Lead,Partner,India,0,11,0.012077449945797153,0,10997.53
L103007,Small,Finance,15.62,150,VP,3,1,1,0,13,SQL,Referral,North America,1,35,0.10603284376662223,0,13112.39
L103008,Medium,Finance,7.09,155,Analyst,3,8,0,0,95,Lead,LinkedIn,APAC,0,21,0.012314351630425907,0,8390.2
L103009,Small,Retail,39.42,162,Analyst,3,3,1,0,61,SQL,Partner,North America,1,39,0.08884303507636997,0,24993.5
L103010,Medium,Finance,5.21,139,Analyst,9,3,1,0,25,Closed Lost,Website,APAC,0,40,0.10761529190274627,0,1995.47
L103011,Small,Software,2.43,153,CxO,4,0,1,0,4,Lead,LinkedIn,India,1,22,0.1203305528650497,1,6994.61
L103012,Small,Software,4.17,146,Analyst,3,4,0,0,174,Lead,Referral,APAC,1,16,0.0,0,4599.98
L103013,Small,Education,34.27,146,Engineer,1,3,1,0,28,Opportunity,Referral,APAC,0,15,0.021274740725847698,0,18488.16
L103014,Medium,Manufacturing,19.28,150,Manager,5,6,1,0,148,Opportunity,Referral,LATAM,0,18,0.01574568192121094,0,13773.04
L103015,Small,Finance,45.24,165,VP,4,3,1,1,152,SQL,Partner,LATAM,0,13,0.023142025260577858,1,27014.26
L103016,Medium,Manufacturing,3.24,138,Owner,5,3,0,0,79,SQL,Event,LATAM,0,33,0.093936023711337,0,80.81
L103017,Small,Healthcare,123.99,144,VP,8,1,0,0,83,Lead,Event,North America,0,27,0.0,0,63071.0
L103018,Small,Energy,9.17,173,Manager,2,6,0,0,74,Lead,Event,EMEA,1,24,0.09159778704032678,0,8316.4
L103019,Medium,Software,2.1,166,Owner,2,1,1,0,55,Opportunity,Partner,India,0,40,0.02524027840703589,0,3729.55
L103020,Small,Education,109.48,167,Engineer,2,2,1,0,115,Closed Won,Partner,North America,0,41,0.0,0,55464.75
L103021,Small,Healthcare,3.29,158,CxO,1,4,0,0,31,MQL,Cold Email,LATAM,0,51,0.0,0,4247.17
L103022,Medium,Education,8.18,164,Director,8,6,1,0,135,MQL,Event,LATAM,0,4,0.0,0,6812.71
L103023,Small,Energy,9.92,169,Engineer,11,4,1,1,129,Closed Won,Partner,EMEA,0,1,0.13442459110499919,0,4877.01
L103024,Small,Energy,18.99,148,Analyst,2,5,1,0,154,Closed Won,Cold Email,North America,0,53,0.0,0,6292.5
L103025,Small,Retail,5.52,165,Owner,3,2,0,0,35,MQL,Website,LATAM,0,51,0.0,0,3575.59
L103026,Large,Software,34.44,159,Engineer,2,4,0,0,98,Opportunity,Website,APAC,0,25,0.01294484398208651,0,24790.7
L103027,Medium,Healthcare,25.88,171,VP,7,1,2,0,150,MQL,Partner,India,1,29,0.0011978672127715036,0,21282.29
L103028,Medium,Retail,12.42,135,VP,9,2,0,0,40,Closed Won,Cold Email,North America,1,31,0.14999404400597952,0,14176.73
L103029,Medium,Energy,45.8,124,CxO,4,2,1,0,111,MQL,Cold Email,APAC,0,47,0.03615533557470821,0,23004.12
L103030,Small,Healthcare,11.38,140,Analyst,4,3,0,0,140,MQL,Partner,North America,0,6,0.0,0,8968.24
L103031,Small,Education,9.25,147,Owner,5,2,1,0,108,Closed Won,Referral,North America,0,47,0.0,0,6527.2
L103032,Medium,Retail,89.85,137,CxO,2,2,0,0,133,Opportunity,Website,LATAM,1,33,0.011294935296132543,0,50408.85
L103033,Small,Retail,16.37,147,CxO,7,3,0,0,147,MQL,Website,EMEA,0,19,0.0,0,7337.88
L103034,Small,Software,4.55,166,Manager,4,2,1,0,89,SQL,Referral,APAC,1,2,0.04994707490279275,0,5578.01
L103035,Small,Manufacturing,5.21,151,Owner,6,2,0,0,99,SQL,Website,LATAM,0,38,0.034715435890326544,0,6278.59
L103036,Small,Education,12.42,145,Director,5,4,0,0,18,MQL,Website,India,0,10,0.030439800302198214,0,4873.77
L103037,Large,Education,1.11,145,Director,5,6,1,0,85,Closed Won,Website,LATAM,1,56,0.11362993055755519,0,12671.99
L103038,Small,Retail,6.47,148,Owner,2,4,0,0,139,SQL,Website,North America,1,4,0.014680446822209144,0,1332.93
L103039,Medium,Retail,11.02,148,Analyst,6,1,0,0,2,MQL,Event,APAC,0,20,0.11453608801356077,0,8985.3
L103040,Small,Software,10.31,162,CxO,8,3,0,0,116,Closed Won,Partner,India,0,17,0.10169418735377517,0,5389.3
L103041,Large,Manufacturing,3.46,157,VP,5,3,2,0,132,SQL,Referral,LATAM,0,3,0.007806724454765018,0,5134.15
L103042,Small,Education,7.78,135,Director,3,2,1,0,68,Opportunity,Website,North America,0,10,0.0,0,7351.03
L103043,Small,Energy,39.64,156,Owner,5,7,0,0,170,Closed Won,LinkedIn,India,0,20,0.0,0,20979.85
L103044,Medium,Finance,32.24,141,Owner,9,0,1,0,52,SQL,Event,North America,0,42,0.13048098131071517,0,17551.45
L103045,Medium,Finance,13.4,160,Engineer,2,2,0,0,166,Lead,Partner,LATAM,1,9,0.0,0,10631.08
L103046,Small,Manufacturing,11.37,163,Manager,7,5,0,0,6,Closed Lost,Referral,LATAM,1,42,0.11361299934288858,0,6006.92
L103047,Small,Healthcare,10.36,151,VP,4,2,1,1,121,Lead,Website,North America,0,18,0.0515377430114801,0,2898.42
L103048,Small,Software,15.43,137,Manager,7,2,0,0,34,Closed Won,Website,APAC,0,53,0.043377660546190105,0,10850.6
L103049,Small,Manufacturing,13.5,162,Engineer,8,0,0,0,101,SQL,LinkedIn,APAC,1,38,0.11236115508007824,0,10034.84
L103050,Small,Finance,16.85,149,Director,3,0,0,0,16,Opportunity,Website,EMEA,0,24,0.0657525369033754,1,15368.08
L103051,Medium,Retail,20.12,172,Manager,3,7,2,0,19,Closed Won,LinkedIn,LATAM,1,48,0.08553183563598246,0,13983.14
L103052,Small,Finance,3.63,139,Analyst,7,2,1,0,33,Closed Won,Cold Email,APAC,0,28,0.12291779836173616,0,4079.78
L103053,Small,Retail,8.93,137,Manager,6,3,0,0,125,Opportunity,Event,North America,1,6,0.0,0,10330.66
L103054,Medium,Software,14.85,144,Manager,8,3,0,0,29,Closed Lost,Partner,APAC,0,33,0.12948770546717797,0,10487.91
L103055,Large,Retail,4.64,153,Owner,8,8,0,0,113,MQL,Referral,India,1,55,0.08557848447867904,0,20428.6
L103056,Medium,Manufacturing,6.21,137,Engineer,4,1,0,0,39,MQL,LinkedIn,India,0,3,0.032511944955148316,0,3218.71
L103057,Small,Retail,9.8,161,Owner,5,1,1,0,140,Opportunity,Referral,North America,0,52,0.0,0,10340.9
L103058,Small,Healthcare,10.29,173,VP,6,0,1,0,178,Opportunity,Event,North America,0,41,0.0,0,7672.59
L103059,Large,Manufacturing,15.13,155,Owner,3,2,2,0,133,SQL,LinkedIn,LATAM,1,19,0.054202042728080005,0,25326.18
L103060,Small,Software,5.22,150,VP,4,3,0,0,55,Opportunity,Event,India,1,55,0.08398271501523238,0,5890.86
L103061,Small,Manufacturing,32.07,159,Engineer,6,1,1,0,118,Closed Lost,Website,APAC,1,52,0.0,0,18124.78
L103062,Medium,Healthcare,10.21,133,Owner,5,4,0,1,114,Lead,Referral,EMEA,0,58,0.03567074671989072,0,7428.43
L103063,Medium,Software,14.09,157,Manager,5,0,0,0,90,Lead,Website,North America,0,26,0.02757357459120055,0,9921.78
L103064,Medium,Finance,8.42,130,Manager,6,4,1,0,124,MQL,Event,India,0,58,0.0,0,6247.18
L103065,Small,Healthcare,15.42,123,CxO,6,5,0,0,17,Lead,LinkedIn,North America,1,14,0.12829066882703974,0,11844.69
L103066,Small,Software,64.79,169,Analyst,4,4,0,0,87,Lead,Event,APAC,0,27,0.0,0,34481.19
L103067,Large,Energy,8.34,141,Director,9,6,0,0,102,Closed Lost,Event,APAC,1,45,0.016228138219973598,0,25931.45
L103068,Small,Retail,7.07,154,Director,6,2,1,0,25,SQL,Partner,India,0,50,0.09094248663964563,0,1062.92
L103069,Medium,Manufacturing,5.31,161,VP,0,2,0,0,161,MQL,Partner,LATAM,1,23,0.0,0,5226.54
L103070,Medium,Software,11.48,145,Engineer,2,4,0,0,148,SQL,Website,LATAM,1,36,0.04528799763361639,0,11342.04
L103071,Medium,Manufacturing,11.35,144,Manager,5,3,0,0,27,Closed Won,Event,EMEA,1,48,0.15906779975022822,1,28308.42
L103072,Small,Retail,12.83,144,Owner,1,5,0,0,4,Closed Lost,Website,APAC,1,9,0.0,0,12982.91
L103073,Small,Software,19.46,151,Analyst,5,4,1,0,105,Lead,Website,North America,1,40,0.028260489934828156,0,15123.64
L103074,Medium,Finance,17.15,159,Director,3,6,0,1,81,Lead,LinkedIn,APAC,0,4,0.0336411570503794,0,11748.27
L103075,Large,Energy,11.91,142,Engineer,5,2,0,0,7,SQL,LinkedIn,India,0,53,0.14140879642609888,0,9419.72
L103076,Large,Energy,85.95,142,Engineer,7,6,1,0,111,Closed Won,Partner,EMEA,0,49,0.03608853984730956,0,50917.56
L103077,Small,Healthcare,24.3,159,Manager,7,3,0,0,161,Closed Lost,Cold Email,LATAM,0,41,0.0,0,12039.06
L103078,Small,Software,4.1,135,Analyst,6,4,0,0,54,Lead,Partner,LATAM,1,9,0.018033756942311803,0,978.09
L103079,Large,Retail,2.6,163,Engineer,6,2,0,0,21,Opportunity,Website,APAC,0,51,0.18790979763204507,0,11201.96
L103080,Medium,Software,6.08,156,Director,1,3,0,0,86,SQL,Partner,LATAM,0,1,0.0,0,4039.87
L103081,Large,Manufacturing,14.19,149,CxO,7,4,0,0,72,MQL,Event,North America,0,52,0.03374262176823389,0,17411.76
L103082,Small,Education,5.59,158,Director,6,3,1,0,52,Closed Won,Event,EMEA,0,17,0.10010750055682344,1,7074.24
L103083,Medium,Software,6.5,160,Analyst,5,2,0,0,54,Closed Lost,Referral,APAC,0,17,0.006453866767471058,0,7371.92
L103084,Medium,Energy,12.5,150,CxO,3,4,0,0,154,Lead,Cold Email,EMEA,0,21,0.0,0,8744.55
L103085,Medium,Energy,8.65,153,Owner,6,1,0,0,122,Lead,Partner,EMEA,1,27,0.03814887687150101,0,12597.16
L103086,Small,Energy,1.57,156,Owner,3,4,2,0,77,MQL,Cold Email,APAC,2,50,0.0,0,3845.05
L103087,Small,Finance,35.77,146,Engineer,3,1,0,0,115,Lead,Referral,LATAM,0,46,0.0,0,18085.95
L103088,Medium,Software,28.36,154,Director,7,5,0,0,83,Opportunity,Event,EMEA,0,3,0.04905102276803738,0,15609.78
L103089,Small,Healthcare,3.37,136,Manager,4,3,0,0,153,Closed Lost,Website,India,0,46,0.0,0,2638.99
L103090,Medium,Software,12.9,143,Analyst,3,3,0,0,40,Opportunity,Partner,India,0,19,0.07590903982626199,0,9617.42
L103091,Large,Education,3.99,161,Engineer,5,0,0,0,72,Closed Won,LinkedIn,LATAM,0,37,0.05391225842307567,0,7435.02
L103092,Small,Energy,6.63,144,Manager,5,1,0,0,70,Opportunity,Event,India,1,26,0.04175234608933443,0,3094.4
L103093,Large,Manufacturing,19.81,169,CxO,4,2,0,0,74,Closed Won,Referral,EMEA,0,59,0.09765641282637631,1,56215.64
L103094,Small,Energy,27.39,126,Owner,6,0,1,0,176,Closed Won,Website,India,0,0,0.0,0,15357.74
L103095,Medium,Software,26.75,152,VP,3,3,0,0,80,SQL,Event,North America,0,12,0.0949497768373922,0,18449.5
L103096,Large,Finance,15.56,143,VP,3,1,1,0,103,Lead,Event,India,0,53,0.0,0,12401.58
L103097,Small,Retail,43.61,159,CxO,8,1,0,0,133,Lead,Event,North America,0,22,0.0,0,22559.88
L103098,Small,Software,6.62,152,VP,3,2,1,0,139,Opportunity,Partner,India,0,35,0.0,0,3403.83
L103099,Small,Software,8.26,137,Analyst,8,2,1,0,0,Lead,Partner,EMEA,0,34,0.10473630476121751,0,6017.11
L103100,Small,Healthcare,0.91,151,Engineer,4,1,2,0,28,Closed Won,LinkedIn,India,0,48,0.09741598014928748,0,0.0
L103101,Medium,Finance,11.1,167,Engineer,7,2,1,0,89,Closed Won,Website,India,0,6,0.13303305503092666,0,8606.6
L103102,Large,Education,21.75,130,Analyst,3,4,1,0,71,Closed Lost,Partner,India,0,54,0.0,0,16939.26
L103103,Small,Retail,16.2,141,Director,3,6,0,0,50,Closed Lost,Referral,EMEA,1,31,0.011609055448767214,0,10647.35
L103104,Small,Energy,6.53,165,Engineer,3,6,2,0,29,MQL,Website,LATAM,1,39,0.03965627185731379,0,5533.45
L103105,Small,Manufacturing,28.35,170,Owner,7,0,1,0,63,Lead,Event,LATAM,0,48,0.017101311040008647,0,14924.39
L103106,Medium,Software,11.32,155,VP,7,5,0,0,121,Lead,Referral,North America,0,58,0.0,0,8124.44
L103107,Small,Education,26.22,136,Owner,3,2,0,0,178,Closed Lost,Event,India,0,31,0.0,0,12519.41
L103108,Medium,Retail,19.81,132,Analyst,0,4,0,0,131,Opportunity,Website,EMEA,1,51,0.03496264708840152,0,19454.5
L103109,Medium,Manufacturing,50.63,153,Manager,3,3,0,0,87,Opportunity,LinkedIn,APAC,0,9,0.03993559286785327,0,27910.0
L103110,Medium,Education,17.1,158,Director,5,2,0,0,94,SQL,Event,North America,0,18,0.07255086782425307,0,12586.96
L103111,Small,Finance,22.42,153,Manager,2,3,0,0,81,Opportunity,Cold Email,APAC,0,45,0.018229299591451538,0,11104.23
L103112,Medium,Finance,11.28,149,Owner,7,2,0,0,161,Closed Won,Referral,EMEA,0,3,0.0,0,9110.99
L103113,Small,Retail,7.37,147,VP,6,7,0,0,58,Closed Won,LinkedIn,India,1,5,0.09043149111598797,0,6155.87
L103114,Small,Energy,19.9,179,Owner,5,5,0,0,32,Lead,LinkedIn,LATAM,0,56,0.017682675038512962,0,13350.14
L103115,Large,Manufacturing,54.75,170,Manager,4,5,1,0,39,Closed Lost,LinkedIn,India,0,13,0.033089132248191405,0,30724.65
L103116,Medium,Finance,6.58,155,VP,9,0,1,0,72,MQL,Website,EMEA,1,59,0.09444658480944311,0,12685.26
L103117,Small,Retail,9.51,148,Engineer,6,5,1,0,83,Closed Lost,Website,EMEA,0,39,0.0,0,6434.81
L103118,Small,Finance,12.51,177,Director,4,7,1,0,39,Lead,Event,North America,1,29,0.0,0,12530.51
L103119,Small,Finance,24.16,178,CxO,5,3,1,0,174,MQL,Event,North America,0,30,0.0,0,14759.84
L103120,Small,Education,17.21,134,VP,10,1,0,0,173,Opportunity,Referral,EMEA,0,44,0.0,0,12083.39
L103121,Small,Education,30.36,140,Analyst,4,4,0,0,1,SQL,Partner,EMEA,1,51,0.12912547848761857,0,16379.71
L103122,Small,Finance,87.7,162,Analyst,3,4,0,0,106,SQL,Referral,EMEA,0,14,0.005154988479723581,0,46111.94
L103123,Medium,Healthcare,6.43,158,Engineer,7,2,1,0,166,SQL,LinkedIn,North America,1,17,0.0,0,16587.97
L103124,Medium,Education,22.41,135,Analyst,10,1,0,0,20,Opportunity,Cold Email,North America,2,21,0.15184740689762777,0,27695.67
L103125,Medium,Manufacturing,16.79,159,Manager,5,3,0,0,93,MQL,Referral,EMEA,0,52,0.008246194521957486,0,11099.97
L103126,Medium,Retail,12.42,139,Engineer,3,5,0,0,41,Lead,Event,APAC,1,3,0.05085607351835469,0,16194.48
L103127,Small,Retail,22.33,128,Analyst,3,2,0,0,45,Closed Lost,Partner,India,0,20,0.0,0,10983.97
L103128,Large,Energy,9.33,138,Manager,5,2,0,0,114,Closed Lost,Partner,APAC,1,56,0.0,0,27248.91
L103129,Large,Manufacturing,16.83,133,Manager,8,3,1,0,114,SQL,Referral,North America,0,24,0.10767113703749245,0,17775.74
L103130,Large,Manufacturing,3.3,153,Manager,5,1,0,0,16,Lead,Cold Email,North America,0,10,0.13199086721890016,0,13311.83
L103131,Large,Manufacturing,7.11,166,Analyst,3,4,0,0,32,SQL,Referral,APAC,1,40,0.13000070468235944,0,25271.6
L103132,Large,Energy,34.73,171,Manager,4,3,0,0,74,MQL,Website,APAC,1,56,0.0905680127799522,0,38068.08
L103133,Medium,Manufacturing,33.42,158,Owner,4,2,0,0,41,Opportunity,Partner,LATAM,0,13,0.08953067368905489,0,19727.05
L103134,Small,Software,15.79,170,Director,6,3,0,0,7,MQL,Website,APAC,0,11,0.1391090863476682,0,6850.7
L103135,Medium,Energy,7.74,136,Analyst,4,3,0,0,131,MQL,Cold Email,APAC,0,18,0.0,0,5302.0
L103136,Medium,Retail,27.81,168,Manager,5,2,1,0,105,Closed Won,Cold Email,LATAM,0,11,0.0032911519533003683,0,14803.72
L103137,Medium,Software,41.95,183,Director,6,6,1,0,138,SQL,Event,India,0,7,0.01913721306397629,0,21968.67
L103138,Medium,Energy,8.07,145,Owner,5,3,0,0,148,MQL,Referral,APAC,0,1,0.0,0,4983.67
L103139,Small,Finance,2.84,140,CxO,7,6,1,0,131,Closed Won,Referral,APAC,2,32,0.06330349655977369,0,7570.23
